titulo,link,endereco,detalhes,aluguel,condominio,iptu,catacteristicas_imovel,detalhes_condominio,mais_detalhes_imovel
Apartamento no 1º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-1-andar-com-2-quartos-portao-curitiba/id/63615720/code/31254001,"Ildefonso Stockler de França, 214 - Portão - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '95,00m2', 'Quartos', '2', 'Banheiros', '1', 'Suítes', '1', 'Andar', '1']","AluguelR$ 2.950,00","Condominio  R$ 400,00",,"Imediações: Shopping Paladium   Detalhes: Ed Regents Park Na divisa do bairro Novo Mundo e Portão, localização privilegiada á uma quadra do Shopping Palladium e Hipermercado Muffato, academia Smart Fit, Shopping Ventura. Comércio em geral na Av. Republica Argentina e fácil acesso para todas as localidades da cidade. Apartamento no andar térreo com 02 dormitórios, sendo 01 suíte, closet, cozinha equipada com armários planejados, cooktop, sala ampla e bem iluminada com armários, área de serviço independente. OBS: máquina de lavar louça não faz parte da locação, será retirada.  Agende uma visita para conhecer este maravilhoso apartamento!  TCI/FCI: 5% - Seguro incêndio: consultar.  OBS: Informações e valores descritos sujeitos a alteração sem aviso prévio.","Salão de festas, Playground, Garagem Coberta","Andar: 1, Ano de construção: 2014, Aptos por andar: 4, Área privativa: 83.00, Área total: 95.00, BWC Social: 1, Condomínio: Regent's Park, Conservação: Otimo, Núm de pavimentos: 8, Playground: 1, Quartos: 2, Quitado: sim, Salão de festas: 1, Salão de jogos: 1, Suítes: 1, Vagas de garagem: 1, Valor condomínio: 400.00"
Apartamento no 6º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-6-andar-com-3-quartos-cristo-rei-curitiba/id/63651827/code/AP1051,"Rua Rubens Santos Costa, 32 - Cristo Rei - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '150,00m2', 'Quartos', '3', 'Banheiros', '2', 'Suítes', '1', 'Andar', '6']","AluguelR$ 2.950,00","Condominio  R$ 955,00","IPTU  R$ 163,00","Apartamento excelente no bairro Cristo Rei próximo ao Jardim Botânico com 105m² de área útil, 03 dormitórios (01 suíte) com armários, sacada, sala  para 02 ambientes, banheiro social, cozinha com armários, área de serviços, sacada fechada com vidro, piso laminado, 02 vagas de garagem cobertas e numerada nº 08/15.  Conta com instalações como: elevador, condomínio seguro, portaria 18 horas, salão de festas, portaria, salão de festa.   Valor do aluguel bruto: R$ 3.687,50  Bonificação para pagamentos em dia: R$ 737,50  Valor liquido: R$ 2.950,00 + taxas.   Todas as imagens, móveis, eletros e elementos decorativos mostrados no anúncio em nossos site, redes sociais e portais, tem caráter exclusivamente ilustrativo. O que fizer parte da negociação, será descrito de forma específica no anúncio e/ou confirmado no momento do fechamento.   FAZEMOS PARTE DE UMA DAS MAIORES REDES IMOBILIÁRIA DO BRASIL - REDE UNA ( Rede Bee e Rede Imóveis).   O PRESENTE VALOR PODERÁ SER ALTERADO SEM PRÉVIO AVISO.",Garagem Coberta,"Andar: 6, Área de serviço: 1, Área privativa: 105, Área total: 150, BWC Social: 2, BWC empregada: 1, Condomínio: Condomínio Edifício Paul Cezanne, Cozinha com armários: 1, Cozinhas: 1, Face do imóvel: Nenhum, IPTU: 163, Portão eletrônico: sim, Quartos: 3, Sacadas: 1, Salas: 1, Suítes: 1, Tipo de piso: Laminado, Vagas de garagem: 2, Valor condomínio: 955"
Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-bacacheri-curitiba/id/63614197/code/211176,"R Doutor Eurico Cesar de Almeida, 241 - Bacacheri - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '79,00m2', 'Quartos', '2', 'Banheiros', '1', 'Suítes', '1']","AluguelR$ 2.950,00","Condominio  R$ 450,00","IPTU  R$ 95,84","Imediações: 200 metros do Parque Bacacheri   Detalhes: APARTAMENTO NOVO EM EXCELENTE LOCALIZAÇÃO. SEMIMOBILIADO COM ELETROS E MÓVEIS EMBUTIDOS. HÁ POUCOS METROS DO PARQUE BACACHERI. 02 DORMITÓRIOS (1 SUITE) COM ARMÁRIOS E VENEZIANAS. BWC COM BOX, ARMÁRIOS. SUÍTE COM PISO AQUECIDO E ARMÁRIOS. SALA AMPLA COM SACADA E CHURRASQUEIRA. COZINHA AMERICANA COM ARMÁRIOS PLANEJADOS, FOGÃO E DEPURADOR. LAVANDERIA CONJUGADA COM TANQUE. AQUECIMENTO À GÁS. PISO LAMINADO NOVO. PINTURA NOVA. ARMÁRIOS NOVOS. VAGA DE GARAGEM N8 DUPLA NO TÉRREO, DESCOBERTA. SEM PORTARIA, 02 SALÕES DE FESTA AINDA NÃO EQUIPADOS. ZELADORA
  - CONDOMÍNIO VCTO 15/01/2024: 510,69, DOS QUAIS: 
  - DESPESA DO INQUILINO: R$ 441,25
  - DESPESA DO PROPRIETÁRIO (REEMBOLSÁVEL): R$ 69,44
  ** VISITAS AGENDADAS COM ANTECEDÊNCIA E ACOMPANHADAS POR REPRESENTANTE DA IMOBILIÁRIA **  ***** Atualizado em 14/02/2024 09:05 *****","Elevador, Garagem Coberta","Ano de construção: 2 Ano(s), Área de serviço: 1, Área privativa: 62, Área total: 79, BWC Social: 1, Cozinhas: 1, Edifício: TRIESTE, Elevadores: 1, IPTU: 95.84, Quartos: 2, Sala estar íntima: 1, Suítes: 1, Tipo de garagem: Livre, Vagas de garagem: 2, Valor condomínio: 450.00"
Apartamento no 2º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-2-andar-com-3-quartos-bacacheri-curitiba/id/63711248/code/02900.002,"Rua Nicarágua, 2077 - Bacacheri - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '126,25m2', 'Quartos', '3', 'Banheiros', '1', 'Suítes', '1', 'Andar', '2']","AluguelR$ 2.900,00","Condominio  R$ 1.119,03","IPTU  R$ 186,29","Apartamento no Bacacheri com 126,25 de 3 quartos - Edifício Ilha da Madeira   Detalhes: Apartamento face norte contendo:  3 quartos sendo 2 com armários e 1 suíte com sacada;  Sala com sacada com churrasqueira e janela reiki;  Cozinha com armários;  Banheiro social;  Lavanderia;  Despensa;  Banheiro de serviço.   Possui 2 vagas de garagens livres n° 40 e 41   Condomínio dispõe de salão de festas e playground.   Imediações: Imóvel bem localizado no Bacacheri entre as ruas Aviador Cícero Marques e Rodrigo de Freitas e próximo ao Parque Bacacheri.   *Valores e informações sujeitos a alterações*","Salão de festas, Playground, Elevador, Garagem Coberta","Andar: 02, Ano de construção: 2001, Aptos por andar: 4, Área de serviço: 1, Área privativa: 108.79, Área total: 126.25, BWC Social: 1, BWC empregada: 1, Bonificação: 322,22, Chaveiro: 132, Churrasqueiras: 1, Condomínio fechado: sim, Cozinha com armários: 1, Cozinhas: 1, Dep. Empregada: 1, Despensa: sim, Dorms. com armários: sim, Edifício: Ilha da Madeira, Elevadores: 1, Entre as ruas: Rua Aviador Cícero Marques e Rua Rodrigo de Freitas, FCI: 145,00, Face do imóvel: Norte, IPTU: 186.29, Índice reajuste: IGPM, Núm de pavimentos: 7, Pavimentação: Asfalto, Playground: 1, Portão eletrônico: sim, Posição do imóvel: Fundos, Prazo de contrato: 30 meses, Quartos: 3, Reajuste: Anual, Sacadas: 2, Salão de festas: 1, Salas: 1, Suítes: 1, Tipo de garagem: Livre, Tipo de piso: Laminado, Vagas de garagem: 2, Valor bruto: 3.222,22, Valor condomínio: 1119.03"
Apartamento no 18º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-18-andar-com-1-quarto-centro-civico-curitiba/id/64093718/code/02468.008,"Avenida Cândido de Abreu, 70 - Centro Cívico - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '59,47m2', 'Quartos', '1', 'Suítes', '1', 'Andar', '18']","AluguelR$ 2.900,00","Condominio  R$ 900,06","IPTU  R$ 75,02","Apartamento no Centro Cívico com 1 quarto de 59,47m²  - Edifício Centro Cívico   Detalhes: Apartamento com:  Sala com sofá;  Cozinha estilo americana com armários planejados;  Quarto;  Banheiro com box blindex;  Sacada;   Possui 1 vaga de garagem (nº39)   O condomínio oferece portaria 24 horas e estrutura de lazer completa, sendo espaço gourmet, salão de festas com terraço descoberto, piscina coberta e climatizada, espaço fitness, spa com vista de 360º da cidade, lavanderia, salão de jogos e cinema.   Observação: O uso de algumas áreas do edifício são pagas tais como: lavanderia, espaço gourmet, e outros. Conforme o regimento interno anexo página 15 e 23. Consultar valores.   Imediações:  O apartamento localiza-se em frente ao Shopping Mueller, entre o Passeio Público, o Circulo Militar e a Praça 19 de Dezembro. Faz parte de um dos maiores empreendimentos de Curitiba, o Centro Civico. Uma excelente oportunidade de moradia com segurança, praticidade, economia, com fácil acesso ao transporte publico e comercio da região.   *Informações e valores descritos sujeitos a alteração*   Ligue agora e agende sua visita!    ","Piscina, Academia, Salão de festas, Playground, Elevador, Espaço gourmet, Segurança monitorada, Portaria 24h, Hidromassagem, Garagem Coberta","Água: sim, Alarme: sim, Andar: 18, Ano de construção: 2016, Aptos por andar: 8, Aquecimento: sim, Área de serviço: 1, Área privativa: 37.96, Área total: 59.47, Bonificação: 322,22, Cinema: sim, Condomínio fechado: sim, Cozinha com armários: 1, Cozinhas: 1, Dorms. com armários: sim, Edifício: Centro Cívico, Elevadores: 2, Entre as ruas: Rua Inácio Lustosa e Rua Barão de Antonina, Esgoto: sim, Espaço Gourmet: 1, Esquadrias: Alumínio, FCI: 145,00, Fitness: 1, Forro: sim, Hidro: 1, IPTU: 75.02, Índice reajuste: IGPM, Interfone: sim, Luz: sim, Núm de pavimentos: 37, Pavimentação: Asfalto, Piscina: 1, Placa no local: sim, Playground: 1, Portão eletrônico: sim, Portaria 24h: 1, Posição do imóvel: Lateral, Prazo de contrato: 30 meses, Quartos: 1, Reajuste: Anual, Revestimento externo: Grafiato, SPA: sim, Sala de jantar: 1, Salão de festas: 1, Salão de jogos: 1, Salas: 1, Sauna: sim, Sistema de CFTV: sim, Sistema de incêndio: sim, Sistema de segurança: 1, Suítes: 1, Telefone: sim, Tipo de garagem: Livre, Vagas de garagem: 1, Valor bruto: 3.222,22, Valor condomínio: 900.06"
Apartamento no 6º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-6-andar-com-3-quartos-juveve-curitiba/id/60653106/code/02401.003,"R ROCHA POMBO, 920 - JUVEVE - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '219,51m2', 'Quartos', '3', 'Banheiros', '2', 'Andar', '6']","AluguelR$ 2.900,00","Condominio  R$ 1.900,00","IPTU  R$ 289,20","Pontos de Referência: Super Mufatto, Museu Oscar Niemeyer e Palácio Iguaçu   Excelente apartamento em ótima localização com vaga de garagem dupla (601)   Contendo:   - Sala com lareira  - Sacada  - Lavabo  - 03 Quartos sendo uma suíte, ambos com armários  - 02 Banheiros (social e suíte) ambos com box em vidro  - Cozinha com armários, fogão e pia com tampo em granito e cuba dupla  - Área de serviço com tanque.  - Quarto e banheiro de serviço.  - Vaga de garagem n° 601 ( dupla).    Condominio de garagem é cobrado no condominio geral.","Salão de festas, Playground, Elevador, Garagem Coberta","Andar: 6, Aptos por andar: 2, Área privativa: 168.80, Área total: 219.51, BWC Social: 2, Central de gás: sim, Condomínio fechado: sim, Cozinhas: 1, Edifício: CHATEAU D*ARGENT, Elevadores: 2, Entre as ruas: ALBERTO FOLONI e MARECHAL MALLET, Face do imóvel: Norte/Oeste, IPTU: 289.20, Interfone: sim, Lavabos: 1, Pavimentação: Asfalto, Playground: 1, Quartos: 3, Sacadas: 1, Salão de festas: 1, Salas: 1, Vagas de garagem: 2, Valor condomínio: 1900.00"
Apartamento no 6º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-6-andar-com-1-quarto-bigorrilho-curitiba/id/62903623/code/02708.004,"Rua Padre Anchieta, 2540 - Bigorrilho - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '85,70m2', 'Quartos', '1', 'Banheiros', '1', 'Andar', '6']","AluguelR$ 2.900,00","Condominio  R$ 540,00","IPTU  R$ 80,05","Apartamento no Bigorrilho com 1 quartos e 85,70m² - Edifício Champagnat 2540 Residence   Detalhes: Apartamento de 1 quarto contendo:  Quarto com armários, cama box, persianas, TV e ar condicionado;  Sala com poltrona;  Cozinha com armários planejados, e fogão;  Sacada com churrasqueira;  Lavanderia;  Banheiro com box blindex.   Condomínio conta com portaria 24 horas, sauna, piscina aquecida, academia,  lavanderia coletiva, quadra poliesportiva e espaço gourmet.   Possui uma vaga de garagem n° 150.   Imediações: Localizado no bairro Bigorrilho, entre as ruas Gastão Câmara e Mário Burigo e próximo a padaria Saint Germain, com comércio amplo e variado na região, com supermercados, lojas, bancos e academia.   *Valores e informações sujeitos a alterações*   Ligue agora e agende sua visita!","Piscina, Academia, Salão de festas, Churrasqueira, Playground, Quadra de esportes, Elevador, Espaço gourmet, Portaria 24h, Garagem Coberta","Andar: 06, Aquecimento: sim, Área de serviço: 1, Área privativa: 42.22, Área total: 85.70, BWC Social: 1, Bonificação: 322,22, Cancha de esportes: 1, Churrasqueira coletiva: 1, Churrasqueira priv: sim, Churrasqueiras: 1, Cozinha com armários: 1, Cozinhas: 1, Dorms. com armários: sim, Edifício: Champagnat 2540 Residence, Elevadores: 3, Entre as ruas: Gastão Câmara e Mário Burigo, Espaço Gourmet: 1, Esquadrias: Alumínio, FCI: 145,00, Face do imóvel: Oeste, Fitness: 1, IPTU: 80.05, Índice reajuste: IGPM, Mobiliado: 1, Núm de pavimentos: 23, Piscina: 1, Playground: 1, Portão eletrônico: sim, Portaria 24h: 1, Posição do imóvel: Frente, Prazo de contrato: 30 meses, Quartos: 1, Reajuste: Anual, Revestimento externo: Pastilha, Sacadas: 1, Salão de festas: 1, Salão de jogos: 1, Salas: 1, Tipo de garagem: Livre, Vagas de garagem: 1, Valor bruto: 3.222,22, Valor condomínio: 540.00"
Apartamento no 5º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-5-andar-com-3-quartos-bacacheri-curitiba/id/63362179/code/02786.001,"Gago Coutinho, 310 - Bacacheri - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '109,62m2', 'Quartos', '3', 'Banheiros', '1', 'Suítes', '1', 'Andar', '5']","AluguelR$ 2.900,00","Condominio  R$ 620,00",,"Imediações: Eduardo Geronasso e Costa Rica   Detalhes: Este espaçoso apartamento é uma oportunidade imperdível para quem busca conforto e comodidade em um condomínio repleto de opções de lazer. Com 84,27m de área útil, este imóvel oferece um ambiente perfeito para a vida em família.   O apartamento é dividido em 3 quartos, incluindo uma suíte, para acomodar confortavelmente a família, banheiro social bem equipado, sala para dois ambientes, proporcionando um espaço versátil para receber visitas ou relaxar, cozinha prática, perfeita para preparar deliciosas refeições, área de serviço conveniente, sacada, ideal para apreciar a vista e relaxar ao ar livre.  Vaga de garagem para acomodar seu veículo com segurança.  Este condomínio oferece uma variedade de comodidades para atender a todas as idades e gostos, incluindo:   Salão Gourmet para eventos especiais com amigos e familiares, portaria remota para maior segurança e comodidade, playground, diversão garantida para as crianças, área Fitness dedicada à prática de atividades físicas, quadra poliesportiva ideal para esportes e lazer ao ar livre, salão de festas perfeito para celebrações, salão de jogos, entretenimento garantido para todas as idades. Também possui área pet, brinquedoteca e bicicletário!   Este apartamento está localizado em uma região estratégica, com fácil acesso a comércios, escolas, transporte público e serviços essenciais. Além disso, a segurança e a comodidade do condomínio tornam este lugar ainda mais especial.   Somente seguro fiança   Não perca a oportunidade de conhecer pessoalmente este apartamento espaçoso e todas as vantagens que o condomínio oferece. Entre em contato conosco para agendar uma visita!  ___________________________   /    IPTU: Imóvel novo, ainda não possui    /    Seguro: R$ 18,23 mensal   /    Condomínio: R$ 620,00 *Sujeito a alteração de acordo com consumo de taxas   /    FCI: 5% do valor líquido do aluguel   /     *Valores e taxas sujeitos a alteração","Salão de festas, Playground, Elevador, Garagem Coberta","Andar: 5, Ano de construção: 2023, Aptos por andar: 6, Aquecimento: sim, Área privativa: 84.27, Área total: 109.62, BWC Social: 1, Churrasqueira priv: sim, Churrasqueiras: sim, Condomínio: Terrasse Dessin, Conservação: Otimo, Construtora: Terrasse Engenharia e Construções LTDA, Cozinhas: 1, Elevadores: 1, Esquadrias: Alumínio, Face do imóvel: Oeste, Face do terreno: Oeste, Pavimentação: Asfalto, Placa no local: sim, Playground: 1, Portão eletrônico: sim, Quartos: 3, Revestimento externo: Textura, Sacadas: 1, Sala estar íntima: 1, Salão de festas: 1, Salão de jogos: 1, Seguro incêndio: 18,23, Suítes: 1, Tipo de garagem: Livre, Topografia: Plano, Vagas de garagem: 1, Valor condomínio: 620.00"
Apartamento no 12º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-12-andar-com-2-quartos-boa-vista-curitiba/id/63605971/code/AP1590,"Rua Jovino do Rosário, 1674 - Boa Vista - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '115,00m2', 'Quartos', '2', 'Banheiros', '1', 'Suítes', '1', 'Andar', '12']","AluguelR$ 2.900,00","Condominio  R$ 416,08","IPTU  R$ 107,23","Apartamento com 2 dormitórios para alugar, 70 m² por R$ 2.900,00/mês  Boa Vista - Curitiba/PR   Excelente apartamento, 12º andar. Bem localizado, próximo hipermercado atacadão e Boticário Boa vista   O apartamento conta com:  - 02 Quartos  - 01 sala para 2 ambientes  - 01 sacada ampla fechada com vidro e com churrasqueira à carvão.  - 01 cozinha armários planejados  - 01 área de serviço  - 01 Banheiro social com box de vidro, armário e com pia em granito  - 01 vaga de garagem individual coberta.  - Piso  - Um deposito nº140   *Condomínio está passando pela reforma da fachada   Agende hoje mesmo uma visita com a nossa equipe e confira!   Valores sujeitos à alteração sem aviso prévio.","Espaço gourmet, Garagem Coberta","Andar: 12, Área de serviço: 1, Área privativa: 70, Área total: 115, BWC Social: 1, BWC empregada: 1, Churrasqueiras: 1, Condomínio: Flex Accanto, Cozinha com armários: 1, Cozinhas: 1, Espaço Gourmet: 1, Face do imóvel: Oeste, IPTU: 107.23, Interfone: sim, Núm de pavimentos: 13, Portão eletrônico: sim, Quartos: 2, Sacadas: 1, Salas: 1, Suítes: 1, Tipo de piso: Laminado, Vagas de garagem: 1, Valor condomínio: 416.08"
Apartamento no 2º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-2-andar-com-3-quartos-bigorrilho-curitiba/id/62496791/code/40238.001,"R GENERAL ARISTIDES ATHAYDE JUNIOR, 728 - BIGORRILHO - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '145,95m2', 'Quartos', '3', 'Banheiros', '1', 'Suítes', '1', 'Andar', '2']","AluguelR$ 2.800,00","Condominio  R$ 750,00","IPTU  R$ 150,30","Bem vindo ao seu novo lar no coração do Bairro Bigorrilho, onde a praticidade se encontram em cada esquina. Este espetacular apartamento, localizado nas mediações do Hospital Evangélico, Condor e Angeloni, oferece a você e sua família o conforto e a conveniência que vocês merecem. Sala para Dois ambientes com sacada, pé direito alto e todo apto revestido em piso laminado, proporcionando uma sensação de amplitude e conforto em cada ambiente. Cozinha Planejada, area de serviço ampla e entrada independente, dependência de empregada completa, area Íntima com 3 Quartos,  sendo dois deles equipados com armários e camas, e uma suíte reformada, oferecendo um ambiente moderno e agradável para o seu descanso. Seu amigo de quatro patas é bem-vindo! Este imóvel permite a presença de pets de porte pequeno, tornando-se o lar ideal para toda a família. Agende sua visita hoje mesmo e prepare-se para dar um novo passo em direção ao seu lar dos sonhos!   *TAXAS A CONFIRMAR*   https:--www.youtube.com-watch?v=aD_EC5GZz_A ","Elevador, Garagem Coberta","Andar: 2, Aptos por andar: 2, Área privativa: 102.80, Área total: 145.95, BWC Social: 1, BWC Social: 1, Central de gás: sim, Central de gás: sim, Cozinhas: 1, Dep. Empregada: 1, Edifício: PRINCIPE DE JOINVILLE, Elevadores: 1, Entre as ruas: RUA PADRE AGOSTINHO e RUA PADRE ANCHIETA, IPTU: 150.30, Quartos: 3, Quartos: 3, Revestimento externo: Pintura, Sacadas: 1, Salas: 1, Suítes: 1, Suítes: 1, Vagas de garagem: 1, Valor condomínio: 750.00"
